Name,Age,Overall,Potential,Special,BMI
A. Máx,29.0,67.0,67.0,1768.0,24.8
A. Méndez,23.666666666666668,67.33333333333333,74.0,1657.0,25.01
A. Mörfelt,21.5,60.5,66.5,1579.0,21.85
A. Mühling,28.0,72.0,72.0,1890.0,24.28
A. Müller,20.5,66.0,72.5,1799.0,23.39
A. Mățan,21.5,68.0,75.5,1706.5,22.41
A. N'Diaye,31.5,71.5,71.5,1862.5,24.2
A. Nabbout,28.0,67.0,67.0,1731.0,26.2
A. Nadesan,26.5,62.0,62.5,1549.0,19.81
A. Nagalo,18.5,61.5,73.5,1435.5,21.91
A. Nagy,26.0,70.0,74.0,1890.0,22.09
A. Nahuelpan,33.0,67.0,67.0,1647.0,25.48
A. Najar,28.5,70.0,70.0,1942.5,23.57
A. Nalić,23.5,66.0,73.5,1694.0,22.99
A. Nankishi,19.0,61.0,76.0,1511.0,23.99
A. Nazih,19.5,62.0,74.0,981.0,20.62
A. Ndao,24.5,72.5,76.5,1675.0,21.95
A. Ndiaye,24.8,66.6,71.6,1701.6,21.84
A. Ndom,25.0,65.0,72.0,1699.0,24.33
A. Ndour,25.5,66.0,69.5,1644.5,21.91
A. Newby,25.5,63.5,65.0,1653.0,23.39
A. Ngouyamsa,20.5,64.0,72.0,1648.5,24.21
A. Niane,28.0,67.0,67.0,1611.0,21.13
A. Niangbo,21.0,67.0,76.0,1632.0,22.65
A. Niewulis,32.0,66.0,66.0,1587.0,22.02
A. Nilsson,19.0,60.0,75.0,1538.0,22.72
A. Nolan,19.0,52.0,66.0,1389.0,22.64
A. Noor,23.0,57.0,66.0,1448.0,18.83
A. Noppert,27.5,66.0,69.5,1166.5,22.81
A. Nordin,23.0,73.0,78.0,1785.0,23.88
A. Nsiala,29.0,65.0,66.0,1583.0,22.28
A. Nuhiu,31.5,66.5,66.5,1606.0,21.9
A. Nukan,27.0,70.0,72.0,1531.0,22.39
A. Nurudeen,22.0,63.0,75.0,902.0,21.33
A. Nusa,17.0,64.0,84.0,1631.0,22.53
A. Nuñez,17.0,56.0,78.0,1346.0,21.31
A. Nwakaeme,32.0,77.0,77.0,1959.0,23.37
A. Nygaard,20.0,53.0,70.0,1258.0,20.75
A. Nyom,33.5,74.5,74.5,1959.5,22.4
A. Németh,18.5,59.5,78.5,1442.0,23.31
A. Nübel,24.5,76.5,82.0,1203.5,23.62
A. O'Brien,27.0,65.0,65.0,1732.0,21.5
A. O'Connor,28.0,64.0,64.0,1678.0,21.79
A. O'Neill,22.5,66.0,72.0,1818.5,22.09
A. O'Reilly,21.0,59.0,66.0,1713.0,24.09
A. Obando,21.0,65.0,78.0,1594.0,23.18
A. Obert,19.0,63.0,75.0,1411.0,21.22
A. Obileye,26.0,63.0,64.0,1627.0,23.03
A. Obispo,22.5,72.5,79.5,1755.0,23.08
A. Ocejo,23.0,65.0,71.0,1645.0,21.91
A. Odimayo,21.0,63.0,73.0,1451.0,22.4
A. Odoh,20.5,59.5,70.5,1549.5,19.84
A. Odubeko,18.5,60.5,77.5,1467.5,21.74
A. Oeynhausen,19.0,60.0,74.0,1634.0,22.99
A. Ogbonna,33.5,79.5,79.5,1710.5,23.57
A. Oguns,21.0,61.0,74.0,1550.0,25.28
A. Okoflex,19.5,59.5,77.0,1500.5,20.81
A. Okonkwo,19.5,62.0,78.0,958.5,21.869999999999997
A. Okosun,27.0,63.0,63.0,1667.0,21.9
A. Oladoye,19.0,60.0,74.0,1561.0,22.84
A. Olaru,24.0,60.0,65.0,1566.0,22.98
A. Oliveros,22.0,69.0,78.0,1694.0,23.59
A. Olliero,25.0,67.0,72.0,1122.0,22.82
A. Olsen,21.0,72.0,81.0,1827.0,21.22
A. Olusanya,21.5,59.0,68.0,1446.5,22.69
A. Omobamidele,19.5,67.5,80.0,1469.5,22.21
A. Onaiwu,25.5,70.5,74.0,1787.0,23.15
A. Onana,21.666666666666668,74.66666666666667,84.0,1707.6666666666667,21.91333333333333
A. Onischenko,19.0,62.0,77.0,1599.0,23.77
A. Opoku,22.5,67.0,75.0,1697.0,20.75
A. Ordoñez,17.5,54.0,75.5,1364.0,20.65
A. Organista,21.0,60.0,68.0,1619.0,19.43
A. Oroian,21.0,60.0,70.0,1481.0,22.22
A. Oroz,19.0,64.0,76.0,1607.0,21.89
A. Ortíz,28.0,63.0,63.0,1372.0,22.28
A. Osorio,21.5,65.5,74.5,1599.5,23.58
A. Oteh,22.5,60.0,65.5,1487.0,23.57
A. Ouahim,23.0,65.0,69.0,1684.0,21.55
A. Ouattara,21.0,64.0,74.0,1574.0,22.02
A. Ouattara Mohammed,20.5,62.0,75.0,1473.0,20.555
A. Oudjani,18.0,61.0,72.0,1555.0,21.91
A. Oukidja,32.0,78.0,78.0,1228.0,23.63
A. Ounahi,21.5,66.0,78.0,1720.0,18.72
A. Ounas,24.5,73.5,77.0,1897.5,21.97
A. Ousou,21.5,67.5,77.5,1539.5,22.405
A. Oxlade-Chamberlain,27.5,78.0,78.0,2113.0,22.86
A. Oyongo,30.0,74.0,74.0,1974.0,22.6
A. Oyono,21.0,63.0,70.0,1525.0,22.47
A. Oña,29.0,64.0,64.0,1652.0,22.23
A. Oğuz,28.0,72.0,72.0,1993.0,26.79
A. Pabón,26.0,67.0,70.0,1218.0,23.37
A. Padula,25.5,57.5,60.0,1421.0,21.8
A. Palavecino,24.5,74.0,77.0,1984.0,23.1
A. Palaversa,21.5,70.0,79.0,1874.0,22.02
A. Paleari,28.0,70.0,72.0,1023.0,23.62
A. Palmer,24.5,66.0,71.5,1026.0,23.3
A. Palumbo,25.0,69.0,72.0,1854.0,23.55
A. Panait,33.0,62.0,62.0,1572.0,23.85
A. Pantić,29.0,65.0,66.0,1650.0,22.74
A. Papadopoulos,26.333333333333332,65.66666666666667,71.33333333333333,1583.3333333333333,23.94333333333333
A. Papetti,19.0,63.0,77.0,1535.0,24.28
A. Parmak,26.0,73.0,75.0,2026.0,22.6
A. Parot,31.0,70.0,70.0,1883.0,22.84
A. Parra,19.0,58.0,70.0,1474.0,20.66
A. Parsons,21.5,58.5,70.5,1430.5,23.15
A. Pascanu,22.5,71.0,80.5,1682.5,22.88
A. Paschalakis,31.0,72.0,72.0,1204.0,23.71
A. Patterson,21.5,58.5,67.5,914.0,22.96
A. Pattison,23.5,63.0,68.5,1788.0,23.39
A. Paul,27.0,50.0,53.0,796.0,23.59
A. Paulsen,18.5,61.0,77.0,1245.5,21.79
A. Pavlesic,18.5,55.5,72.0,818.5,24.36
A. Paz,19.0,57.0,65.0,1530.0,23.39
A. Pearce,29.666666666666668,64.0,65.66666666666667,1270.6666666666667,23.686666666666667
A. Pears,23.0,65.0,74.0,924.0,20.81
A. Pejić,22.0,64.0,70.0,1574.0,22.16
A. Pellegrino,31.5,71.5,71.5,1836.5,18.84
A. Pelmard,21.5,70.5,80.5,1752.0,20.99
A. Peláez,29.0,64.0,64.0,1604.0,23.67
A. Penin,19.0,57.0,70.0,1364.0,21.3
A. Pepple,19.0,57.0,71.0,1476.0,21.04
A. Perea,20.5,66.0,78.5,1713.0,21.5
A. Pereira,21.0,67.0,76.0,1773.0,22.89
A. Pergreffi,34.0,67.0,67.0,1469.0,23.8
A. Perošević,29.0,63.0,63.0,1630.0,23.15
A. Petagna,26.5,76.0,78.0,1812.0,23.55
A. Petersson,21.0,56.0,70.0,1574.0,22.86
A. Petre,17.0,50.0,64.0,1430.0,21.95
A. Peña,23.0,61.5,67.5,1196.0,22.494999999999997
A. Peñaranda,24.5,68.5,72.5,1793.5,24.25
A. Pešić,29.0,71.0,71.0,1809.0,24.1
A. Phillips,20.0,62.5,77.0,1597.5,21.87
A. Phliponeau,22.0,63.0,72.0,1618.0,20.98
A. Picornell,18.0,53.0,71.0,844.0,22.07
A. Pieper,23.5,75.0,79.0,1621.0,23.03
A. Pierre,24.5,61.5,68.5,1226.0,24.35
A. Pilkington,33.0,68.0,68.0,1790.0,24.72
A. Pinamonti,22.5,71.5,77.5,1677.5,20.37
A. Pitu,19.0,63.0,76.0,1611.0,22.66
A. Pițian,25.0,66.0,69.0,1640.0,24.14
A. Plea,28.5,78.5,78.5,2048.5,24.11
A. Plizzari,21.0,66.0,79.0,1082.0,20.88
A. Poko,28.0,70.0,71.0,1892.0,24.06
A. Poli,31.0,75.0,75.0,1992.0,23.25
A. Polo,26.0,68.0,68.0,1797.0,23.39
A. Pond,18.0,51.0,63.0,1203.0,24.33
A. Poplevchenkov,21.0,52.0,66.0,805.0,21.64
A. Popovic,19.0,59.0,72.0,1333.0,23.96
A. Porter,19.0,50.0,61.0,1407.0,18.5
A. Potuk,30.0,70.0,70.0,1882.0,21.39
A. Poulsen,21.5,65.0,73.0,1642.0,22.63
A. Poungouras,25.0,68.0,72.0,1579.0,22.02
A. Powell,26.0,65.0,66.0,1687.0,22.64
A. Prado,19.0,61.0,73.0,1401.0,23.99
A. Prass,20.5,66.0,76.5,1803.0,22.22
A. Preciado,24.2,66.8,71.6,1518.6,23.898000000000003
A. Pressley,19.5,61.0,74.0,1457.0,21.0
A. Prijović,30.0,69.0,69.0,1664.0,24.12
A. Pritchard,28.5,69.5,69.5,1832.0,21.585
A. Procter,20.0,55.0,66.0,1376.0,21.98
A. Prokopenko,20.0,55.0,65.0,1331.0,21.6
A. Pulido,30.0,73.0,73.0,1867.0,26.49
A. Pululu,22.0,68.0,80.0,1652.0,26.12
A. Pyatov,37.5,75.5,75.5,1218.0,25.205
A. Pyrka,18.5,63.0,75.0,1610.5,23.14
A. Pérez,27.0,70.0,73.0,1630.0,22.28
A. Pătlăgică,19.0,53.0,68.0,1305.0,22.09
A. Păun,24.666666666666668,64.66666666666667,70.0,1518.3333333333333,23.163333333333338
A. Qasem,17.5,54.0,74.0,1444.5,22.72
A. Quinn,20.0,54.0,63.0,1283.0,21.5
A. Quintana,25.5,67.0,71.0,1666.0,22.695
A. Quintero,33.0,72.0,72.0,1679.0,22.77
A. Quiñonez,24.0,68.0,73.0,1649.0,25.0
A. Rabeeh,20.5,50.5,63.5,1419.5,22.76
A. Rabiot,26.5,80.5,81.5,2131.0,21.7
A. Racaj,17.0,53.0,73.0,1335.0,21.6
A. Racioppi,22.5,69.5,74.5,957.0,23.445
A. Radif,19.0,52.0,68.0,1238.0,19.79
A. Radovanović,27.0,68.0,70.0,1416.0,23.24
A. Ragusa,31.0,71.0,71.0,1837.0,22.99
A. Rahmanović,28.0,65.0,65.0,1663.0,22.24
A. Rai,23.0,59.0,65.0,1508.0,22.13
A. Raicea,25.0,61.0,63.0,1466.0,21.88
A. Raimondo,18.0,63.0,79.0,1596.0,21.91
A. Rajamohan,29.0,57.0,57.0,1516.0,23.33
A. Ralston,22.5,67.5,74.0,1789.5,23.64
A. Rami,35.0,72.0,72.0,1620.0,24.93
A. Ramos,29.0,70.0,73.0,1731.5,24.1
A. Ramsdale,23.5,78.5,84.0,1327.0,21.45
A. Ramsey,26.666666666666668,72.66666666666667,78.66666666666667,1927.0,22.55333333333333
A. Ranacher,23.0,61.0,67.0,1655.0,22.53
A. Ranawade,24.0,55.0,60.0,1384.0,25.04
A. Randell,20.5,61.0,72.0,1742.5,21.22
A. Ranocchia,33.5,74.0,74.0,1550.0,21.3
A. Ratajczyk,19.0,60.0,75.0,1436.0,21.31
A. Rațiu,23.0,62.0,71.0,1694.0,21.5
A. Reach,28.0,71.0,71.0,1931.0,21.33
A. Rebbach,23.0,64.0,70.0,1642.0,23.24
A. Rebić,27.5,81.0,81.0,2092.5,22.79
A. Rebrov,37.0,70.0,70.0,1126.0,24.16
A. Reca,26.0,70.0,71.0,1819.0,23.16
A. Reghba,21.0,58.0,72.0,1560.0,22.22
A. Reyes,21.0,66.0,78.0,1505.0,24.19
A. Reynolds II,21.0,60.0,74.0,1483.0,22.86
A. Ricaurte,29.0,72.0,72.0,1891.0,22.64
A. Riccardi,20.5,63.0,76.0,1699.5,21.46
A. Richardson,19.5,64.5,75.5,1666.0,21.055
A. Ring,30.0,75.0,75.0,2005.0,23.84
A. Rinomhota,24.0,71.0,76.0,1911.0,23.51
A. Rispoli,31.0,72.0,72.0,1931.0,23.48
A. Roa,28.0,74.0,74.0,1952.0,21.88
A. Robertson,23.0,72.5,83.5,1877.25,20.285
A. Robic,35.0,67.0,67.0,1707.0,22.28
A. Robinson,23.5,73.5,78.5,1852.5,20.9
A. Robles,19.0,57.0,71.0,1374.0,22.46
A. Rocha,28.0,72.0,72.0,1953.0,27.68
A. Rodman,34.0,63.0,63.0,1728.0,22.63
A. Rodrigues,20.0,60.0,67.0,1713.0,24.11
A. Rodriguez,18.0,52.666666666666664,71.33333333333333,1006.3333333333334,24.356666666666666
A. Rodríguez,23.0,65.28571428571429,73.42857142857143,1587.7142857142858,22.69142857142857
A. Rogel,23.5,70.0,77.0,1504.5,23.27
A. Roldan,24.0,65.0,68.0,1722.0,22.09
A. Romagnoli,26.5,81.0,81.5,1751.0,21.91
A. Romaní,20.0,61.0,69.0,1630.0,22.84
A. Romeo,19.0,58.0,75.0,1505.0,24.51
A. Romero,25.5,69.0,72.0,1790.0,23.82
A. Roncaglia,22.0,61.0,68.0,1495.0,21.6
A. Rosati,38.0,69.0,69.0,1059.0,23.14
A. Rose,31.0,66.0,66.0,1747.0,22.12
A. Rossi,25.5,78.0,82.5,1296.5,24.98
A. Rossipal,25.0,65.0,69.0,1648.0,23.04
A. Rouault,20.5,69.0,81.0,1562.0,21.73
A. Rowe,20.0,62.0,74.0,1513.0,21.6
A. Rrahmani,27.5,78.5,80.0,1762.5,22.52
A. Rufer,25.0,61.0,64.0,1717.0,22.15
A. Ruiz,27.0,72.0,72.0,1828.0,22.99
A. Rus,25.5,66.0,72.0,1691.5,22.69
A. Rusnák,26.5,74.0,74.5,1946.0,23.84
A. Russo,21.0,64.0,75.0,904.0,20.94
A. Ryste,17.0,53.0,75.0,1332.0,23.94
A. Ríos,31.0,65.0,65.0,1782.0,24.62
A. Rømer,27.0,69.0,70.0,1818.0,22.55
A. Rüdiger,28.5,85.0,86.0,1955.5,23.55
A. Rühlemann,17.0,51.0,68.0,1444.0,21.14
A. Sabella,20.5,64.0,75.5,1724.0,22.72
A. Sabiri,25.0,72.0,77.0,1890.0,23.12
A. Sadiku,30.5,68.0,68.0,1647.5,23.89
A. Saelemaekers,22.5,77.0,81.5,2019.0,22.22
A. Safarikas,22.0,57.0,65.0,907.0,23.38
A. Sagal,28.0,70.0,70.0,1869.0,24.62
A. Saidi,22.0,66.0,71.0,1695.0,21.97
A. Saint-Maximin,24.5,80.0,83.5,1885.5,22.39
A. Saji,22.0,54.0,62.0,1358.0,23.89
A. Salah-Eddine,20.0,64.0,79.0,1606.0,20.6
A. Salama,21.0,61.0,70.0,1405.0,21.16
A. Salazar,27.0,69.0,69.0,1849.0,23.15
A. Saldaña,19.5,58.0,73.0,1595.0,22.05
A. Saldívar,31.0,68.0,68.0,1209.0,23.59
A. Salétros,25.5,67.0,71.0,1847.0,21.8
A. Sambi Lokonga,21.5,74.0,82.5,1955.0,21.8
A. Sampers,21.0,61.0,71.0,1437.0,20.09
A. Sampsted,23.5,69.0,76.0,1743.5,22.22
A. Samuel,25.0,64.0,67.0,1681.0,20.9
A. Samuels,20.0,55.0,72.0,1402.0,21.78
A. Sanabria,25.5,74.5,78.5,1848.0,22.28
A. Sandach,18.0,56.0,68.0,831.0,21.33
A. Sandoval,20.0,60.0,69.0,1522.0,21.91
A. Sangante,19.5,63.0,75.0,1470.0,21.96
A. Sanghu,20.0,56.0,62.0,1482.0,21.97
A. Sangwan,26.0,53.0,54.0,1381.0,22.09
A. Santamaría,29.0,69.0,69.0,1845.0,23.33
A. Santurio,21.0,64.0,74.0,1620.0,23.67
A. Sanyang,22.5,66.5,75.0,1701.5,23.05
A. Sapara,27.0,70.0,70.0,1760.0,22.53
A. Sarcevic,29.0,65.0,65.0,1866.0,23.55
A. Sarr,20.5,64.5,77.0,1564.5,23.48
A. Satariano,20.0,58.0,69.0,1495.0,21.86
A. Sayyadmanesh,21.0,67.0,78.0,1761.0,22.34
A. Schalk,28.0,68.0,68.0,1770.0,24.62
A. Scheidler,23.0,67.0,74.0,1574.0,24.41
A. Schjelderup,17.0,65.0,84.0,1649.0,22.31
A. Schlager,25.0,73.0,77.0,1113.0,22.74
A. Schmid,23.0,64.0,70.0,1495.0,22.4
A. Schmidt,23.0,68.0,74.0,1552.0,23.62
A. Scholz,28.0,75.0,76.0,1897.0,23.52
A. Schott,21.5,66.5,75.5,1628.0,23.15
A. Schulz,19.0,56.0,72.0,866.0,22.16
A. Schwolow,29.5,76.0,77.5,1144.5,23.27
A. Schäfer,22.5,69.0,79.0,1792.5,22.16
A. Scott,17.5,64.0,82.0,1719.0,21.46
A. Scully,22.5,65.5,74.0,1685.0,21.8
A. Seck,29.5,71.5,72.0,1705.5,25.22
A. Sedlar,29.0,70.0,71.0,1594.0,24.93
A. Sefer,21.5,64.5,75.5,1669.0,22.41
A. Segecic,18.0,56.0,73.0,1402.0,22.72
A. Seidu,21.5,65.0,72.0,1506.5,22.72
A. Sejdič,24.0,64.0,68.0,1704.0,22.72
A. Seko,21.0,67.0,75.0,1545.0,21.5
A. Selikhov,27.0,72.0,74.0,1208.0,23.55
A. Selmani,24.0,68.0,74.0,1722.0,24.22
A. Semenov,32.0,72.0,72.0,1640.0,23.82
A. Semenyo,21.5,69.0,78.5,1652.5,21.6
A. Senior,19.0,57.0,70.0,1298.0,20.9
A. Sepúlveda,30.0,72.0,72.0,1903.0,24.07
A. Seydel,25.5,66.0,68.5,1524.0,22.73
A. Shabanov,29.0,69.0,70.0,1507.0,22.99
A. Shaikh,18.0,47.0,67.0,754.0,21.39
A. Sharahili,27.0,68.0,69.0,1612.0,22.5
A. Sheehan,34.0,62.0,62.0,1681.0,21.91
A. Sher,18.5,62.0,77.0,1629.5,21.22
A. Shinnie,31.0,66.0,66.0,1831.0,21.6
A. Shunin,34.0,76.0,76.0,1214.0,24.12
A. Sicker,24.0,66.0,71.0,1584.0,19.79
A. Siddiq,20.0,53.0,63.0,1312.0,21.87
A. Sieb,19.0,62.0,76.0,1551.0,24.49
A. Sigurðsson,22.5,70.5,79.5,1771.0,23.94
A. Silipo,21.0,67.0,76.0,1650.0,24.91
A. Silva,33.333333333333336,74.0,74.0,1775.3333333333333,22.8
A. Silyanov,20.0,69.0,78.0,1620.0,24.57
A. Sima,20.5,72.5,85.0,1879.0,20.94
A. Simarra,21.0,61.0,69.0,1443.0,23.85
A. Singh,26.0,59.5,64.0,1004.0,22.09
A. Sissako,23.0,69.0,75.0,1816.0,22.55
A. Sissoko,24.0,67.0,72.0,1593.0,21.46
A. Skov Olsen,22.0,76.0,83.0,1910.0,21.22
A. Skúlason,34.0,69.0,69.0,1879.0,22.15
A. Slimane,20.5,67.0,76.5,1774.0,22.63
A. Smith,24.166666666666668,63.5,69.33333333333333,1657.1666666666667,22.575
A. Smithies,31.0,71.0,71.0,1222.0,24.64
A. Smrcka,19.0,60.0,70.0,1757.0,22.98
A. Sobiech,31.0,69.0,69.0,1707.0,22.15
A. Sobolev,24.0,75.0,80.0,1802.0,22.35
A. Soboń,19.0,56.0,67.0,1467.0,22.49
A. Solano,23.0,64.0,73.0,1553.0,22.28
A. Solari,29.5,73.5,73.5,1981.0,22.6
A. Sorenson,19.0,53.0,66.0,1331.0,20.2
A. Sosa,21.0,62.5,74.0,1450.0,23.175
A. Soto,27.0,69.0,69.0,1812.0,23.3
A. Sotona,18.5,61.5,73.5,1544.5,19.66
A. Soumaoro,29.0,75.0,76.0,1657.0,26.02
A. Souper,22.5,65.0,75.0,1569.0,22.384999999999998
A. Souquet,29.5,74.0,74.0,1923.0,23.1
A. Soussi,18.0,57.0,71.0,1437.0,22.34
A. Soñora,22.0,69.0,76.0,1869.0,22.23
A. Spahić,24.0,65.0,70.0,990.0,21.33
A. Spörle,25.0,64.0,66.0,1727.0,22.94
A. Stach,22.5,72.5,79.5,1877.5,23.115000000000002
A. Stan,21.0,56.0,67.0,1438.0,21.95
A. Stanilewicz,21.0,63.0,75.0,1657.0,21.37
A. Stenseth,21.0,54.0,63.0,1337.0,22.26
A. Stensrud,20.0,59.0,73.0,1403.0,23.67
A. Stergiakis,22.0,64.0,74.0,988.0,15.62
A. Stewart,28.0,69.0,70.0,1502.0,22.69
A. Stiller,20.0,68.0,79.0,1814.0,23.59
A. Stone,21.5,60.0,67.5,1053.5,21.68
A. Ståhl,27.0,64.0,64.0,1755.0,21.45
A. Suhail,23.0,60.0,68.0,1581.0,22.04
A. Suhonen,21.5,62.5,71.0,1553.0,24.049999999999997
A. Sušac,32.0,64.0,64.0,1380.0,23.37
A. Sylla,20.666666666666668,60.333333333333336,71.66666666666667,1385.6666666666667,23.03
A. Szalai,26.666666666666668,74.0,78.66666666666667,1721.6666666666667,23.336666666666662
A. Szőke,23.0,63.0,72.0,1674.0,20.81
A. Sánchez,29.333333333333332,75.0,77.33333333333333,1932.3333333333333,22.626666666666665
A. Sández,20.5,66.5,75.5,1622.5,23.81
A. Sâyoud,30.5,72.0,72.0,1797.5,22.745
A. Sæther,21.0,53.0,63.0,868.0,23.45
A. Søderlund,33.0,68.0,68.0,1719.0,24.59
A. Søndergaard,20.0,58.0,75.0,903.0,21.22
A. Sørensen,25.0,69.0,71.0,1637.0,24.12
A. Sørloth,25.5,76.0,78.5,1892.0,23.91
A. Taarabt,32.5,76.0,76.0,2010.5,23.48
A. Taggart,28.0,70.0,70.0,1823.0,20.6
A. Tagnaouti,26.0,71.0,75.0,1144.0,23.06
A. Talavera,38.5,78.5,78.5,1342.0,24.57
A. Taleb,19.0,49.0,65.0,816.0,22.63
A. Talia,19.0,57.0,71.0,1499.0,22.86
A. Tameze,27.5,76.0,76.5,2021.5,24.07
A. Tanaka,27.5,68.5,71.5,1876.0,23.38
A. Tanghe,22.5,67.5,75.5,1493.0,20.02
A. Taoui,19.0,64.0,76.0,1565.0,21.53
A. Tapsoba,19.5,66.5,78.5,1594.5,22.5
A. Tavčar,21.0,55.0,64.0,1226.0,22.68
A. Taylor,30.0,64.0,64.0,1425.0,20.4
A. Tchaptchet,19.0,56.0,73.0,1317.0,22.55
A. Tchouaméni,21.5,80.5,87.0,2117.5,23.16
A. Tello,24.5,67.5,72.5,1933.0,24.555
A. Temanfo,29.0,63.0,63.0,1541.0,24.49
A. Terzić,21.5,66.0,76.0,1608.0,20.68
A. Tettey,35.0,70.0,70.0,1920.0,20.99
A. Teuten,23.0,69.0,72.0,1820.0,24.06
A. Thapa,23.0,62.0,73.0,1714.0,21.01
A. Thaqi,19.0,60.0,74.0,1502.0,24.54
A. Theate,21.5,72.0,81.0,1616.0,23.33
A. Thomas,23.0,57.0,64.0,883.0,24.9
A. Thomasson,27.5,76.5,77.0,2060.0,22.98
A. Thompson,28.0,63.0,63.0,1533.0,23.29
A. Thorsen,19.0,54.0,70.0,1321.0,21.22
A. Thurgate,21.5,63.5,71.5,1696.0,22.09
A. Timossi Andersson,20.5,66.5,78.0,1622.0,22.49
A. Tinnerholm,30.0,73.0,73.0,1871.0,24.21
A. Tofan,25.0,66.0,69.0,1670.0,23.72
A. Tosin,23.5,68.5,76.5,1780.5,23.41
A. Touba,23.0,68.0,74.0,1850.0,23.92
A. Toure,21.0,60.0,71.0,1584.0,25.36
A. Touré,26.5,73.0,74.75,1784.75,23.98
A. Townsend,29.5,76.5,76.5,1953.0,23.439999999999998
A. Toșca,29.0,70.0,71.0,1731.0,23.81
A. Trajkovski,28.5,69.0,69.0,1757.5,24.34
A. Traoré,24.0,66.25,74.0,1746.75,23.7925
A. Traustason,28.0,70.0,70.0,1917.0,21.5
A. Trebel,31.0,71.0,71.0,1958.0,23.78
A. Trezza,22.5,67.0,75.5,1764.0,21.41
A. Tripaldelli,22.0,63.5,71.5,1533.5,23.25
A. Trondsen,26.5,68.5,70.5,1945.0,23.29
A. Trouillet,20.0,67.0,78.0,1726.0,21.22
A. Trubeha,24.0,62.0,65.0,1397.0,21.68
A. Trubin,19.5,72.0,79.0,1092.5,22.575000000000003
A. Truffert,19.5,75.0,83.5,1921.5,21.05
A. Trusty,22.5,69.5,76.0,1668.0,23.3
A. Tsilingiris,21.0,61.0,71.0,876.0,22.99
A. Tsoungui,18.0,60.0,77.0,1372.0,25.42
A. Tuanzebe,23.5,74.0,79.5,1800.0,21.91
A. Turan,34.0,71.0,71.0,1958.0,24.26
A. Turkeš,25.0,67.0,72.0,1590.0,22.55
A. Tutte,30.0,62.0,62.0,1776.0,24.49
A. Tveter,30.0,62.0,62.0,1634.0,23.82
A. Tégar,20.0,59.0,70.0,1451.0,23.15
A. Ueda,22.5,69.0,75.0,1680.5,22.94
A. Ugarriza,25.0,69.0,72.0,1649.0,24.49
A. Ugur,20.0,61.0,74.0,1684.0,22.46
A. Ujah,30.5,69.5,69.5,1698.5,25.0
A. Ulmer,35.5,74.0,74.0,1982.0,23.84
A. Umar,26.0,70.0,70.0,1834.0,23.78
A. Univaso,21.0,58.0,68.0,1363.0,23.16
A. Uryga,27.0,65.0,66.0,1591.0,23.3
A. Urzi,21.5,72.0,83.0,1732.0,21.61
A. Uzodimma,23.0,60.0,69.0,1654.0,25.5
A. Vacca,31.0,67.0,67.0,1733.0,22.65
A. Valera,25.5,69.5,72.0,1594.0,23.335
A. Vallci,25.0,73.0,76.0,1873.0,22.48
A. Vallocchia,25.0,62.0,64.0,1636.0,23.41
A. Valério,21.5,63.0,72.0,1697.0,21.91
A. Varela,20.0,74.0,84.0,1949.0,23.3
A. Vasyutin,26.0,68.0,73.0,1042.0,22.16
A. Vega,23.5,75.0,82.0,1899.0,25.73
A. Velasco,18.5,74.0,85.0,1917.0,22.59
A. Veliz,18.0,66.0,78.0,1578.0,22.02
A. Vellios,29.0,65.0,65.0,1614.0,21.38
A. Vera,18.333333333333332,59.666666666666664,74.66666666666667,1535.6666666666667,23.340000000000003
A. Vidal,30.5,75.0,76.0,1585.5,23.509999999999998
A. Vigo,22.5,71.5,78.5,1888.5,24.16
A. Vilches,29.0,69.0,69.0,1651.0,24.69
A. Vindheim,25.0,71.0,73.0,1845.0,23.04
A. Virginius,18.5,66.0,81.5,1546.0,21.22
A. Vitelli,22.0,56.0,66.0,1247.0,22.68
A. Vlad,22.0,67.0,73.0,1111.0,23.55
A. Vogliacco,22.0,65.0,75.0,1562.0,22.55
A. Voglsammer,29.5,72.5,72.5,1901.0,25.88
A. Vranckx,18.5,70.0,84.5,1893.0,23.29
A. Vukanović,30.0,60.0,60.0,1517.0,22.68
A. Wahib,22.0,61.0,71.0,1572.0,21.71
A. Walke,38.0,68.0,68.0,1189.0,24.64
A. Walkes,24.5,66.5,73.5,1711.0,23.74
A. Wam,20.0,60.0,74.0,1549.0,22.4
A. Wan-Bissaka,23.5,81.5,85.0,1973.5,21.5
A. Warda,26.0,73.0,74.0,1860.0,22.6
A. Webster,26.5,75.5,79.5,1666.5,20.56
A. Weimann,29.5,71.5,71.5,1887.5,23.99
A. Werner,25.5,70.0,75.5,1184.5,23.3
A. Westwood,31.5,77.0,77.0,2053.5,23.84
A. Wharton,18.0,59.0,80.0,1493.0,19.92
A. White,29.0,64.0,64.0,1739.0,19.92
A. Whiteman,22.0,64.0,75.0,987.0,23.52
A. Wikman,18.0,55.0,70.0,1547.0,20.83
A. Wildig,29.0,64.0,64.0,1785.0,23.84
A. Wilkinson,36.0,71.0,71.0,1648.0,24.31
A. Williams,35.0,60.0,60.0,1482.0,22.07
A. Winbo,24.0,60.0,64.0,1676.0,22.84
A. Witry,25.0,71.0,76.0,1887.0,23.99
A. Witsel,32.5,81.0,81.0,2083.5,23.41
A. Woodyard,28.0,66.0,66.0,1818.0,18.94
A. Xhemajli,23.0,62.0,72.0,1290.0,22.44
